Response Time,Availability,Throughput,Successability,Reliability,Compliance,Best Practices,Latency,Documentation,Service Name,Service Classification
334,92,1.5,97,67,100,82,38.8,11,wsDice,Gold
409,84,1,85,53,89,66,167,2,findkmService,Platinum
274.8,92,1.6,97,67,100,82,44.8,5,RandomPlayer,Gold
284.65,86,3.1,86,53,89,66,96.22,2,findkmService,Gold
359.61,85,1.1,86,53,89,66,110.48,10,findkmService,Platinum
356.96,85,2.2,85,53,89,66,133.7,7,findkmService,Platinum
333.52,86,3,86,53,89,66,111.26,11,findkmService,Gold
443.4,95,1.6,98,67,100,82,40.8,6,WS4lsqlService,Platinum
375.78,83,1.3,84,53,89,66,126.87,7,findkmService,Platinum
335.3,85,2.4,86,53,89,66,100.3,11,findkmService,Gold
277,86,4.4,95,73,100,84,44.6,2,decompImplementationService,Gold
353.26,85,2.5,86,53,89,66,113.91,4,findkmService,Platinum
404,93,1.5,98,67,100,82,42.4,9,v40,Platinum
320.48,86,1.2,86,53,89,66,125.18,10,findkmService,Gold
256.2,98,1.4,100,73,100,84,39.6,10,BirdwellMusicServices,Gold
266.6,88,1.9,96,67,100,82,43.2,6,TexServices,Gold
266.87,85,4,85,53,89,66,54,9,findkmService,Gold
355,85,2,95,50,100,72,145,4,ExPtLinkSampleService,Platinum
251.4,93,2.1,98,67,100,82,40.6,3,SerClsRecolectaService,Gold
290.3,86,4.4,86,53,89,66,97.47,4,findkmService,Gold
245.6,99,1.6,100,50,100,72,40.8,6,DataSetService,Gold
261.09,85,5.4,86,53,89,66,69.13,1,findkmService,Gold
253.2,88,2.7,96,73,100,80,45.8,3,news,Gold
271.4,92,4.2,97,73,100,84,41.6,5,EmailVerification,Gold
280.39,86,6.4,86,53,89,66,88.78,8,findkmService,Gold
341.4,86,1.9,95,58,78,75,27.6,3,weasel,Gold
244.2,85,2.2,95,67,100,82,30.4,12,ADQLTranslator,Gold
292.7,85,1.9,86,53,89,66,85.83,4,findkmService,Gold
290.22,85,2.9,86,53,89,66,82.7,11,findkmService,Gold
283.74,86,3.3,87,53,89,66,96.78,5,findkmService,Gold
259.4,85,1.9,95,67,100,82,33.8,6,Fasta,Gold
280.17,85,3.9,86,53,89,66,97.74,9,findkmService,Gold
262.4,96,3.2,99,73,100,84,48.6,5,SoapGO,Gold
299,85,3.5,86,53,89,66,104.96,12,findkmService,Gold
277.6,93,2.3,98,50,100,72,44.4,2,TGL_x0020_Web_x0020_Services_x0020_v1.0,Gold
284.13,84,3.3,85,53,89,66,72.35,4,findkmService,Gold
269.83,85,4.5,86,53,89,66,74.96,6,findkmService,Gold
255,87,1.2,95,67,100,82,41.6,12,FlightInformation,Gold
396.4,88,1.6,96,73,100,84,34.2,9,WebServiceDemo,Platinum
535,78,0.2,79,53,89,66,191.8,7,findkmService,Platinum
347,95,1.2,98,67,100,82,43.4,11,ReverseGeocodingService,Gold
251.8,94,1.9,98,67,100,82,37.8,1,Lodge,Gold
300.61,85,4.8,86,53,89,66,105.78,10,findkmService,Gold
246.4,100,1.9,100,67,100,82,42.8,1,CustomerService,Gold
234.8,95,1.3,98,67,100,82,33.8,10,devCadastro,Gold
294.04,85,5.2,86,53,89,66,92.56,8,findkmService,Gold
248.6,89,1.4,96,67,100,82,45.4,7,symgateEngine,Gold
279.74,85,4,85,53,89,66,67.44,7,findkmService,Gold
255.4,94,2.3,98,67,100,82,40,10,SubscriptionService,Gold
269.09,85,3.9,85,53,89,66,84.92,2,findkmService,Gold
230.48,82,8.3,83,53,89,66,57.44,10,OHRwurmSearchService,Gold
254.6,96,2.4,99,73,100,84,37.6,9,DictmetaService,Gold
220.96,87,11.1,95,53,89,66,40.44,2,findkmService,Silver
223.83,92,10.8,97,53,89,66,39.74,6,findkmService,Silver
221.4,91,2.6,97,73,100,80,43.2,5,VocabularyTermsService,Silver
246.6,92,3,97,73,100,84,43.4,5,lmapi,Gold
266.74,85,4.4,86,53,89,66,82.44,10,findkmService,Gold
329.6,89,3,96,73,100,84,47.6,8,JanusSvc,Gold
345,95,2.9,98,73,100,84,48.6,3,POCP SOAP Interface,Gold
243.07,89,4.6,89,53,89,66,59.53,4,Codic_x0020_Engine.Net_x0020_Web_x0020_Service,Gold
256.39,85,5.1,86,53,89,66,77.13,10,findkmService,Gold
283.17,84,2.6,85,53,89,66,101.56,5,findkmService,Gold
305.7,86,5.5,86,53,89,66,91.18,4,findkmService,Gold
275.87,85,3.8,86,53,89,66,94.61,8,findkmService,Gold
246.53,88,6.8,89,53,89,66,63.45,12,geographyRequests,Gold
274.78,85,3.5,85,53,89,66,69.26,8,findkmService,Gold
256.96,85,4.5,86,53,89,66,81,9,findkmService,Gold
299.83,85,2.2,86,53,89,66,100.74,9,findkmService,Gold
243.02,90,4.2,90,53,89,66,56.36,6,oddcompService,Gold
291.09,84,1.3,84,53,89,66,106.44,8,OHRwurmSearchService,Gold
236.3,90,4.5,90,53,89,66,56.97,5,SforceService,Gold
238.09,71,6.4,71,53,89,66,73.74,5,OHRwurmSearchService,Gold
252.35,85,5.3,86,53,89,66,53.96,6,OHRwurmSearchService,Gold
215.91,82,7.8,82,53,89,66,53.34,10,OHRwurmSearchService,Silver
1422,90,3.6,90,73,78,84,19,11,DataSetService,Platinum
1521.57,84,2.3,84,73,78,84,57.14,2,NamebankServiceService,Platinum
1418.2,80,3.5,81,73,78,84,43,4,CBRFSearchSystem,Platinum
144.29,76,3,76,60,89,69,9.72,1,WSMafftService,Silver
2342.83,75,0.8,76,73,78,84,37.83,3,InsertRelation,Platinum
1383.33,91,3.2,91,73,78,84,41.83,10,AirportDelayService,Platinum
1516.67,91,2.7,91,73,78,84,48.17,3,AirportDelayService,Platinum
1042.17,82,3.1,83,73,78,84,56,3,DOTSAddressValidate,Platinum
1400,78,4.3,79,73,78,84,22.25,12,QueryCheckService,Platinum
1510.33,82,3.2,83,73,78,84,19.66,2,sfconnector,Platinum
1442.86,87,2.9,95,73,78,84,46.72,5,Northwind,Platinum
1425.75,78,3.9,79,73,78,84,28.75,4,tfscanService,Platinum
1345.5,78,4,79,73,78,84,23.25,4,tfscanService,Platinum
1321.5,78,4.1,78,73,78,84,27.25,6,InboxServiceNoHeader,Platinum
3997,90,1.7,90,73,78,84,11.4,8,NewsWebSvc,Platinum
1619.25,78,3.1,79,73,78,84,91.5,5,IXMLWS2service,Platinum
1512.25,78,3.8,79,73,78,84,20,4,IXMLWS2service,Platinum
1314.75,78,3.5,79,73,78,84,30.75,5,processParticipant,Platinum
1418.27,87,2.1,88,73,78,84,53.27,4,CustomersList,Platinum
1347.91,88,2.6,88,73,78,84,28.55,2,CustomersList,Platinum
188.25,88,1.7,96,58,100,75,9.75,4,prophecyService,Silver
173,100,18.3,100,73,100,80,27,8,ISOcode2shortformatSOAP,Silver
383.25,94,6.1,98,73,89,75,46.75,6,FindNearbyPOIService,Platinum
126,83,31.4,84,83,89,91,3,67,XmlSelect,Bronze
142.17,46,5.8,47,73,89,84,5.5,60,fdollopService,Bronze
461.5,39,5.1,40,80,89,83,331.88,62,XEMBLService,Platinum
139.5,46,6.2,46,73,89,84,8,66,WSDLInteropTestDocLitParameters,Bronze
157.5,46,5.6,47,73,89,84,12.33,6,WSDLInteropTestDocLitParameters,Silver
142,39,6.3,40,73,89,84,6.12,88,hetparseService,Bronze
168,83,21.6,84,78,89,89,5,9,zipinfo,Silver
163,83,22.8,84,78,89,89,5,1,zipinfo,Silver
167,72,15.4,72,78,89,89,7,9,DatabindingPatterns,Silver
206.4,60,6.7,61,78,89,89,7.6,1,LeftNeighboursService,Silver
4023.3,16,0.6,17,60,89,79,315.26,38,AirportDataService,Platinum
136.33,46,8.6,46,73,89,84,4.33,57,WSDLInteropTestDocLitParameters,Bronze
142.17,46,6.2,47,73,89,84,10.34,5,WSDLInteropTestDocLitParameters,Bronze
68.91,19,4.4,20,60,78,79,5.91,2,vectorstripService,Bronze
107,83,27.6,84,83,89,91,9,64,OSSIWS,Bronze
133.67,92,6.9,97,73,78,84,7.67,10,newcpgseekService,Bronze
111,83,29,84,83,89,91,8,64,AirportDataService,Bronze
115,83,22.8,84,73,100,84,4,11,TNM_Elevation_Service,Bronze
107,83,31.3,84,73,100,84,3,7,TNM_Elevation_Service,Bronze
112,83,27.3,84,73,100,84,5,5,TNM_Elevation_Service,Bronze
55.75,78,10.4,78,73,89,84,3.5,87,reasoner,Bronze
125.5,86,21.3,86,73,89,84,2,59,XMSServer,Bronze
113.25,88,1.7,96,53,78,66,43.25,41,interop2B,Bronze
1859.64,96,2.6,99,60,78,79,16.07,94,WarrantyClaimWebService,Platinum
156.75,78,9,78,73,89,84,3.5,91,AmbitServiceService,Silver
162.25,78,9.1,78,73,89,84,7.25,93,net.xmethods.services.stockquote.StockQuoteService,Silver
136.71,76,2.8,76,60,89,69,11.57,8,WSMafftService,Bronze
1316.17,75,1.2,75,73,78,84,81,12,InsertRelation,Platinum
1387.5,78,3.5,79,73,78,84,31,4,processParticipant,Platinum
1377.55,88,1.6,88,73,78,84,41.37,6,CustomersList,Platinum
499,83,19.7,84,83,89,91,31,5,GlobalWeather,Platinum
134,83,26.8,84,78,78,89,4,2,MulttestService,Bronze
459,98,9.5,100,73,89,80,3,36,weasel,Platinum
4989.67,93,1.6,93,73,100,80,14,5,EmailVerification,Platinum
4845.67,94,1.7,95,73,100,80,24.34,11,EmailVerification,Platinum
113.33,91,5.7,97,73,100,84,45.66,3,checkVatService,Bronze
4232,98,4.7,98,73,100,84,14,6,PluralsightWeather,Platinum
109.5,94,8.2,98,73,100,84,14.75,87,OfficeResearch,Bronze
251.38,70,1.9,71,67,89,82,0.88,61,cirdnaService,Gold
181.5,71,1.5,72,67,89,72,9,60,SalesService,Silver
297.38,71,1.9,72,73,89,75,6.38,66,Directory,Gold
344.82,59,5.4,60,67,89,77,17.64,94,WSMuscleService,Gold
350.71,63,6.1,64,73,89,80,16.21,88,Dispenser,Platinum
246.25,70,3.8,70,67,89,77,6.75,95,plotorfService,Gold
293.5,70,2.5,70,73,89,80,13.5,95,Search,Gold
255.25,67,1.4,67,73,89,80,34.5,93,KEGG,Gold
144,85,28.8,95,73,100,84,2,9,EdmServiceService,Silver
484.5,79,7.6,79,73,100,84,186,9,OcrService,Platinum
243,98,25.6,100,73,100,84,1,6,WSScanPSService,Gold
338,72,10.5,72,73,100,84,156.5,5,ResearchService,Gold
329,92,25.6,97,73,100,84,154,6,AccountServices,Gold
859,92,16.2,97,73,100,84,2,3,jobsService,Platinum
210,97,25.2,97,73,100,84,16,1,CatalogService,Silver
242.67,99,9.6,100,73,100,80,45,5,ReportService,Gold
86.4,89,24.7,96,73,78,84,8.4,6,DailyDilbert,Bronze
42.5,72,13.5,72,73,78,84,2.5,11,RouteCalSrv2Service,Bronze
53,83,14.5,84,73,100,84,2,7,WSIndexService,Bronze
525.5,94,3.4,94,67,67,84,5.6,95,MyWorld,Platinum
3197.14,48,1.5,48,72,89,86,23.21,59,dregService,Platinum
137,83,17.9,84,73,89,75,8,9,EasyAmazonService,Bronze
98.4,93,18.9,98,73,78,62,23.8,39,DOTSFastWeather,Bronze
209,94,14.8,98,73,100,80,24.5,33,AccelerationUnit,Silver
144.75,98,2.1,100,73,78,84,2.25,9,CB_CD,Silver
177,83,17.2,84,73,89,84,18,8,ZacksSummary,Silver
132,83,14.3,84,73,78,84,16,63,GeoBrokr,Bronze
133,83,14.3,84,73,78,84,18,65,GeoBrokr,Bronze
126,83,18.4,84,73,89,80,12,64,UnitConversions,Bronze
527.5,72,7.2,72,73,78,84,21,63,CodiceFiscale,Platinum
176,83,15,84,73,89,84,18,57,valdoc,Silver
136,83,24.6,84,83,89,91,12,61,CasUsers,Bronze
164,71,11.2,72,83,89,91,24,58,BlueLMSWS,Silver
156,72,9.4,72,73,89,84,27,65,DOTSAddressValidate,Silver
130.33,63,7.8,63,73,78,84,14.66,65,EHCIntegrationService,Bronze
143,83,15.9,84,73,78,84,23,57,Content,Silver
444,83,13.2,84,73,89,84,24,63,ShoppingCartTest,Platinum
148,72,8.3,72,73,78,84,17.5,62,KBBilledWebservice,Silver
126,83,12.7,84,73,78,84,17,63,ServicioNomenclator,Bronze
120,83,19.3,84,73,89,84,14,58,CBRFSearchSystem,Bronze
139,83,20.9,84,67,89,72,3,10,Session,Bronze
218.75,68,2,68,60,89,69,80.75,2,interop2B,Silver
123.92,97,15.6,99,73,100,80,15.5,1,isochoreService,Bronze
159.5,78,6.8,79,60,89,79,84.75,87,SalesService,Silver
174.11,60,7.5,61,60,89,74,104.28,88,RSSService,Silver
146.08,57,10.2,59,53,89,71,52.93,88,TfscanService,Silver
85.25,78,9.2,78,73,89,84,3.5,89,DOTSFastWeather,Bronze
174.1,55,10.2,55,67,89,77,28.03,36,wossnameService,Silver
386.71,45,6,46,67,89,77,29.26,40,WhoisService,Platinum
238.04,48,7.1,49,67,89,77,61.93,40,ABRXMLPubSub,Gold
200.6,56,9,56,67,89,77,28.9,36,protsweepService,Silver
438,98,10,100,73,78,84,61,1,Codic_x0020_Engine.Net_x0020_Web_x0020_Service,Platinum
235.9,61,4,61,73,67,84,86.9,88,WSNCBIBlastService,Gold
602,99,6.6,100,73,100,84,10.33,11,SOAPService,Platinum
117.5,88,1.4,96,73,78,84,1,86,WorldTimeService,Bronze
115.4,96,18.7,99,80,78,87,1.4,93,GeoPointService,Bronze
237.36,59,7.7,60,73,78,84,2.5,89,plotconService,Gold
224,78,3.9,79,73,78,84,1.75,96,CasGroups,Silver
428,74,1.4,75,73,78,84,11.83,97,DOTSAddressValidate,Platinum
371.17,74,2.7,74,73,78,84,111.84,89,DOTSAddressValidate,Platinum
225.5,86,10.1,86,73,78,84,2,40,ISecretaryXMLBrokerservice,Silver
365.5,79,2.5,79,73,78,84,18.25,90,entretService,Platinum
248,78,3.1,79,73,78,84,30.5,96,interop2C,Gold
317.25,78,2.8,79,73,78,84,36.75,94,demoService,Gold
296.06,55,6.5,56,67,78,72,64.28,96,embossdataService,Gold
252.59,57,4.8,58,67,78,82,50.59,90,GIS_CB,Gold
617.67,88,7.1,96,73,100,84,13.67,11,wordcountService,Platinum
669.1,56,1.3,57,60,89,69,3.2,64,equicktandemService,Platinum
190.33,75,7.6,76,67,78,72,18,11,walker_service,Silver
184,100,12.1,100,80,78,87,1,9,PoiManager,Silver
136.25,78,3.2,79,73,78,84,19.25,11,pepinfoService,Bronze
410.75,78,8.4,79,73,89,84,3.75,9,WorldTimeService,Platinum
146.8,93,1.1,98,73,78,80,1,89,CustomersList,Silver
144,83,16.9,84,67,89,82,10,4,sample,Silver
946,63,4.2,63,73,89,75,100.33,35,XigniteQuotes,Platinum
839.5,56,3.1,57,73,89,75,78.5,40,XigniteQuotes,Platinum
947,63,6,63,73,89,75,89,34,XigniteQuotes,Platinum
783,63,4.6,64,73,89,75,76.33,38,XigniteQuotes,Platinum
874.75,56,3.4,57,73,89,75,102,34,XigniteQuotes,Platinum
190.17,73,2.6,74,73,89,80,19.67,61,DirSrvService,Silver
320.8,69,1.5,70,73,67,84,31.5,58,SdssFields,Gold
191.83,73,3.6,74,73,89,84,2.66,62,interop2B,Silver
285.3,69,1.6,69,73,67,84,2.2,63,SdssFields,Gold
184.5,73,3.2,74,73,67,80,1.5,59,WSDLInteropTestDocLitService,Silver
160.64,59,7.9,60,73,67,80,1.69,56,interop2B,Silver
573.81,11,3.5,12,67,78,72,36.72,11,BlastbtService,Platinum
2150,83,7.4,84,73,89,84,7,1,XataDispatchWebService,Platinum
173,89,5.1,90,73,89,62,102,40,service_test,Silver
534.5,72,10.7,72,73,89,75,3.5,9,WSDLInteropTestDocLitService,Platinum
334.71,43,4.4,43,73,89,75,14.85,1,Gtop,Gold
133.04,17,3.5,17,42,100,69,20,92,flights,Bronze
130.52,16,3.5,17,42,100,69,16.52,88,flights,Bronze
171.47,56,9.2,57,67,78,77,29.74,3,LookingForStrategyServices,Silver
153.44,87,1.7,96,73,100,80,0.77,41,wsDataSet,Silver
314.5,96,14.1,99,73,100,84,30,9,vrnaduplexService,Gold
95.25,99,16.3,100,73,78,80,1,35,vrnaheatService,Bronze
1342,94,10,98,73,78,84,83,2,AirportDataService,Platinum
3484,87,5.8,96,73,100,84,4,41,FileService,Platinum
120,97,4.9,99,80,100,87,1.67,97,DOTSFastTax,Bronze
195.75,86,13.3,95,67,78,82,1.13,38,InteropServiceAService,Silver
151.6,50,7.9,51,58,78,75,4.6,86,SyndicationServiceExperimental,Silver
108.5,86,16.5,86,80,89,87,2.5,89,Proximity,Bronze
248.81,28,8.4,30,42,78,74,4.81,9,RetHeaderService,Gold
292.21,56,6.5,57,67,89,77,54.42,95,POCP SOAP Interface,Gold
631,83,15,84,58,100,80,292,8,EMBLNucleotideSequenceWebService,Platinum
112.5,86,15.5,86,73,89,84,65,7,HTTService,Bronze
114,86,16.1,86,73,89,84,67,8,SmartPayments,Bronze
211.75,59,1.1,60,67,78,72,6,33,IsPublicationScientific,Silver
127.5,78,8.4,78,73,89,80,6.5,65,echoService,Bronze
178,56,5.2,57,78,89,89,16.75,10,CountryService,Silver
152.1,67,3.8,68,73,89,84,3.3,32,sms,Silver
128.31,91,12.4,97,67,78,82,20.8,91,ASPNNewsFeeds,Bronze
126.17,98,12,100,67,78,82,22.77,89,mdWebServices,Bronze
161,98,17.6,100,73,78,62,50.2,91,IAddress2service,Silver
157.2,90,17.3,97,73,78,62,48.8,90,CityLocations,Silver
128.5,97,17,99,73,78,62,16.5,92,etrayService,Bronze
130.08,95,13.1,99,67,78,82,21.16,91,skipseqService,Bronze
144.8,91,18.8,97,73,78,62,27.2,88,Source_x0020_Code_x0020_Community_x0020_WebService,Silver
929,86,5.3,86,73,78,80,68,9,XigniteEmerging,Platinum
197,89,28.6,96,60,89,69,16,11,VocabularyTermsService,Silver
168.17,93,14.2,98,73,78,62,18.5,92,AddressFinder,Silver
1099,95,10.6,99,73,78,84,28,90,XCShopService,Platinum
546.33,98,1.5,100,73,78,62,14.66,87,clover,Platinum
277.25,97,7.6,99,73,100,80,90.75,2,AirportDataService,Gold
529,95,3.1,99,73,78,62,15,11,Api,Platinum
97.4,51,3.3,52,42,78,62,2,9,ServicioOnix,Bronze
867.73,94,4,95,33,78,59,47.46,2,FlickrComment,Platinum
457,83,15.3,84,83,89,91,2,10,needleService,Platinum
296,74,2.2,75,73,89,80,18,6,RNAhybridImplementationService,Gold
117,88,11,96,73,78,84,7.33,2,newcpgseekService,Bronze
187.75,64,8.1,65,73,78,75,63,86,ValidateEmail,Silver
127.68,59,8.5,60,80,78,83,3.41,90,RandomService,Bronze
156,98,12.5,99,73,100,80,1.5,37,tipsService,Silver
196,69,9.7,70,73,78,80,44.75,94,XmppService,Silver
996,84,3,84,60,78,69,120,38,PdsSoap,Platinum
314,63,5.4,63,73,89,75,11.67,34,ACMEProducts,Gold
370.25,67,5.4,68,73,67,84,19.75,3,WarrantyClaimWebService,Platinum
235,83,23.5,84,67,78,72,1,7,validateAddress_Service,Gold
251.5,88,4.2,96,60,78,69,141,3,pasteseqService,Gold
249,97,8.5,99,67,78,58,43.85,10,Source_x0020_Code_x0020_Community_x0020_WebService,Gold
774.25,56,5.2,56,80,100,78,6.75,91,CReasonerService,Platinum
40,72,14,72,73,78,84,2,8,RouteCalSrv2Service,Bronze
131.38,99,15.4,100,60,89,69,12.19,7,epestfindService,Bronze
516.67,63,7.2,63,83,89,91,10.67,33,tranalignService,Platinum
184,93,6.3,98,73,100,84,0.5,3,FlightInformation,Silver
356.5,93,10.3,98,73,100,84,1,8,tbapi,Platinum
1255.12,97,2.2,97,60,78,74,523.88,10,ICD9Drug,Platinum
2324.27,93,1.6,93,60,78,74,1591.09,10,ICD9Drug,Platinum
181.43,91,2.4,97,73,100,80,11.14,42,WSFastaService,Silver
186,93,5.5,98,73,78,80,1.33,91,AddressLookup,Silver
207,99,29,100,80,100,87,2,95,Rapportage,Silver
1783.25,93,1.9,93,53,67,50,14.25,7,WebSitePulseService,Platinum
244.25,70,9.3,70,73,67,84,30.13,8,ComputeDateTimeSpan,Gold
330.5,65,7.8,66,73,67,84,13.33,3,FraudLabsWebService,Gold
83,91,19,97,80,100,83,1,41,sigcleaveService,Bronze
81,98,2.8,100,80,100,83,2,33,ZacksSummary,Bronze
77.5,86,16.8,95,80,100,87,1,36,pathwayDBSer,Bronze
173,83,11.5,84,73,89,75,20,5,WSMafftService,Silver
490,98,12,100,73,89,62,140,36,MovieInformation,Platinum
256,91,14.9,97,80,89,65,69,39,MovieInformation,Gold
276,99,14.5,100,80,89,65,70,37,MovieInformation,Gold
320.67,93,10.6,98,73,89,62,136,37,MovieInformation,Gold
409.67,99,10.9,100,73,89,62,126.34,36,MovieInformation,Platinum
294.5,87,14.5,95,73,89,62,66,39,MovieInformation,Gold
108,86,17.7,86,73,89,84,3.5,8,CaptchaService,Bronze
104.5,86,23.5,86,73,89,80,2,5,CualEsMiIP,Bronze
89.6,88,18.7,96,67,78,58,32,4,AddressLookup,Bronze
188.38,69,9.9,70,73,67,84,52.13,87,IDutchservice,Silver
138,85,33,95,73,100,84,13,12,SOAPFaultService,Bronze
503.67,63,4.9,64,73,89,75,18,35,Codic_x0020_Engine.Net_x0020_Web_x0020_Service,Platinum
91.8,97,24.7,99,73,78,84,8.8,10,DailyDilbert,Bronze
119,95,31.3,98,73,100,84,18,11,AddressManager,Bronze
81,70,8.5,70,73,89,84,38.75,11,ServiceTransfert,Bronze
271.6,97,11.8,99,67,100,72,23.2,7,RSSService,Gold
87.14,87,20.5,95,67,89,58,0.71,41,NavneNumreBasis,Bronze
83,87,15.2,96,73,78,62,1,93,OTSZip,Bronze
119,83,10.7,84,73,89,80,1,2,AreasAndVolumes,Bronze
994,99,4.6,100,73,100,84,634.5,8,SwissCities,Platinum
787.47,95,4.5,96,58,100,75,84.6,9,SmartPayments,Platinum
140.92,94,12.6,95,73,89,62,43.17,11,news,Bronze
141.25,59,0.8,59,53,89,66,34.25,6,scavenger_hunt,Bronze
350.5,86,12,86,73,89,84,55.5,6,XMSServer,Platinum
179.29,44,1.9,45,67,89,72,5.58,7,finnwordsService,Silver
40,72,19.8,72,73,78,84,3.5,5,RouteCalSrv2Service,Bronze
93.37,96,13.5,99,67,89,58,41.66,93,fdnadistService,Bronze
69.71,91,22.6,97,67,89,58,15.47,92,rshare,Bronze
85.25,97,19.3,99,73,89,62,28.25,92,ClusterfastaService,Bronze
99,88,0.7,96,73,100,75,53,92,LittServiceService,Bronze
114,97,15.7,99,73,89,62,50.5,93,RightNeighboursService,Bronze
470.43,43,4.5,43,78,78,89,8.29,2,demoService,Platinum
3163.2,93,2.3,98,73,78,62,40.2,6,CalcAsyncService,Platinum
2808.33,87,2.3,95,73,78,80,0.5,5,MedicareData,Platinum
2457.5,96,2,99,73,78,84,1.5,5,SwissCities,Platinum
53,83,21,84,60,89,69,4,6,guidissue,Bronze
158,99,25.3,100,60,89,69,26,11,guidissue,Silver
291,88,1.9,96,73,78,75,137,8,TestService,Gold
239.6,92,12.2,97,73,100,75,16,4,tfscanService,Gold
2326.29,64,1.9,64,73,78,80,7.93,7,LitteratursidenServices,Platinum
413.33,100,12,100,78,78,89,27,7,Fax,Platinum
175.67,73,5.5,74,73,89,84,56.5,2,GetInfoByNameService,Silver
175.5,86,14,86,73,89,84,69,1,MSN,Silver
2282.75,78,2.4,79,73,78,80,2.75,11,tranalignService,Platinum
275.5,71,7.2,72,78,89,89,124.5,2,Departements,Gold
147.33,91,16.6,97,73,100,84,18.41,41,MESAClaimsService,Silver
137.22,96,1.6,99,73,100,84,75,36,TextGraphic,Bronze
110.67,98,1.6,99,73,89,80,45.89,37,CCChecker,Bronze
232,85,12.8,95,78,78,91,5,12,AccelerationUnit,Gold
212.5,100,13,100,78,78,91,6,6,AccelerationUnit,Silver
49.43,42,10.6,43,73,78,62,6,89,ResellerService,Bronze
64.75,57,1.4,59,67,100,77,2.25,32,GeoCodeService,Bronze
71.75,59,1.2,60,67,100,77,4.5,38,GeoCodeService,Bronze
514.33,47,3,47,73,78,75,123.5,9,BcsoCorrections,Platinum
736.5,86,9.2,86,73,78,84,2,6,BGTBoundaryGeocoder,Platinum
117,86,20,86,73,89,84,2.5,2,Photoserver,Bronze
130.25,78,9.4,79,73,89,84,4,11,SmartPayments,Bronze
234.12,70,2.9,71,73,67,80,61.5,92,KBBilledWebservice,Gold
167.5,86,16.1,86,73,78,84,2,91,ProDA_WebServices,Silver
409.5,86,1.7,87,58,100,69,173.5,91,Distance,Platinum
571.75,46,4.6,47,73,89,75,101,11,toi-wetter,Platinum
314.25,67,5.8,67,73,67,84,39.75,31,SearchVecerCom,Gold
92.5,78,11.9,78,73,89,84,4.5,38,unionService,Bronze
278.08,59,6.1,59,60,78,62,3,27,ITstSDNCHECKservice,Gold
602,90,18.7,96,73,100,84,19,12,USAddressVerification,Platinum
49,72,21.6,72,78,89,89,2.5,3,DOTSGeoPinPoint,Bronze
157.5,94,3,98,67,78,72,1,42,ExchangeRates,Silver
216,93,7.5,98,73,100,80,1.5,9,degapseqService,Silver
167,85,24.6,95,73,100,84,2,5,XWeb1003Port,Silver
139,72,10.7,72,67,78,82,2,9,Personalizer,Bronze
571,83,8.4,84,67,89,72,4,12,wsRegistriCertificati,Platinum
171,67,8,67,73,78,84,7.25,32,BNPriceWS,Silver
66,83,33.4,84,78,89,89,2,5,Source_x0020_Code_x0020_Community_x0020_WebService,Bronze
388.5,73,2,73,58,100,72,1,97,fuzztranService,Platinum
124.67,100,6.9,100,73,78,84,11,6,newcpgseekService,Bronze
125,94,24.1,98,73,89,62,2,33,DistrictServiceService,Bronze
136,56,5.3,57,50,89,66,7,2,Import1,Bronze
111,96,5.4,99,58,89,80,2.75,8,Import1,Bronze
315.5,86,13.6,86,80,89,87,2,10,SforceService,Gold
151.1,60,5.5,61,67,78,72,33.1,7,XigniteRates,Silver
118.1,45,2.4,46,67,78,72,3.35,65,StockServices,Bronze
482,85,16,95,73,100,84,1,2,chipsService,Platinum
115,83,22.3,84,83,89,91,4,5,IOHandler,Bronze
110,83,24,84,73,89,84,3,5,profitService,Bronze
119.67,94,11.8,98,73,78,80,2,6,dConverterSOAP,Bronze
118,96,8,99,73,78,80,3,11,forward,Bronze
106,90,35.7,97,80,100,87,1,1,cirdnaService,Bronze
103,94,36.6,98,80,100,87,1,8,Presidential Election Results 2004,Bronze
180,87,12.1,95,73,78,80,55.25,8,CommandService,Silver
409,87,18.1,96,73,78,84,1,10,EmailAddressValidator,Platinum
116,89,12.9,89,67,78,72,1.5,7,FuelPricingServices,Bronze
359.15,51,5,52,60,89,74,3.93,67,States_x0020__x0026__x0020_Provinces,Platinum
116.28,54,8.8,54,60,89,74,9.71,60,States_x0020__x0026__x0020_Provinces,Bronze
122,39,1.1,39,33,78,71,7.85,4,domainresoService,Bronze
155,52,2.2,52,42,78,74,25.8,1,flights,Silver
551.79,80,1.8,81,53,67,76,6.93,8,XigniteExchanges,Platinum
563,80,2.3,80,53,67,76,7,7,XigniteExchanges,Platinum
135.67,93,2.4,98,58,67,75,21.84,5,Northwind,Bronze
123,91,7,91,67,78,66,7.83,4,Northwind,Bronze
44.97,51,7.8,52,60,89,69,1.59,35,HotelFunctionsService,Bronze
43.12,63,4.6,63,67,89,72,2.18,37,chargeService,Bronze
334,67,4.4,67,67,89,72,1.9,40,Icon,Gold
42.15,56,10.4,56,60,89,69,1.32,37,StockQuote,Bronze
47.56,62,7.5,63,67,89,72,1.81,38,CasJobs,Bronze
48.15,60,5.2,60,60,89,69,2.03,31,interop,Bronze
42.64,64,6.1,64,67,89,72,1.78,39,BasicAddressMatch,Bronze
49.53,53,15,54,60,89,69,0.82,32,POCP SOAP Interface,Bronze
